Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Sacks
Eric Phillips,Cincinnati,140,2023-24,2,"[1, 2]","['09/02/2023', '09/09/2023']","['Eastern Ky.', 'Pittsburgh']","[1.0, 1.0]"
Ruke Orhorhoro,Clemson,147,2023-24,5,"[5, 6, 8, 11, 12]","['09/30/2023', '10/07/2023', '10/28/2023', '11/18/2023', '11/25/2023']","['Syracuse', 'Wake Forest', 'NC State', 'North Carolina', 'South Carolina']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Justin Mascoll,Clemson,147,2023-24,1,[10],['11/11/2023'],['Georgia Tech'],[1.0]
Jeremiah Trotter Jr.,Clemson,147,2023-24,3,"[9, 10, 11]","['11/04/2023', '11/11/2023', '11/18/2023']","['Notre Dame', 'Georgia Tech', 'North Carolina']","[2.0, 1.0, 1.0]"
T.J. Parker,Clemson,147,2023-24,4,"[3, 5, 6, 11]","['09/16/2023', '09/30/2023', '10/07/2023', '11/18/2023']","['Fla. Atlantic', 'Syracuse', 'Wake Forest', 'North Carolina']","[1.0, 2.0, 1.0, 1.0]"
Nate Wiggins,Clemson,147,2023-24,1,[2],['09/09/2023'],['Charleston So.'],[1.0]
Xavier Thomas,Clemson,147,2023-24,3,"[2, 4, 13]","['09/09/2023', '09/23/2023', '12/29/2023']","['Charleston So.', 'Florida St.', 'Kentucky']","[1.0, 1.0, 1.0]"
Wade Woodaz,Clemson,147,2023-24,3,"[6, 8, 10]","['10/07/2023', '10/28/2023', '11/11/2023']","['Wake Forest', 'NC State', 'Georgia Tech']","[2.0, 1.0, 1.0]"
DeMonte Capehart,Clemson,147,2023-24,1,[10],['11/11/2023'],['Georgia Tech'],[1.0]
Jalyn Phillips,Clemson,147,2023-24,1,[3],['09/16/2023'],['Fla. Atlantic'],[1.0]
Khalil Barnes,Clemson,147,2023-24,1,[11],['11/18/2023'],['North Carolina'],[1.0]
Barrett Carter,Clemson,147,2023-24,3,"[5, 8, 12]","['09/30/2023', '10/28/2023', '11/25/2023']","['Syracuse', 'NC State', 'South Carolina']","[1.0, 1.0, 1.0]"
Micheal Mason,Coastal Carolina,149,2023-24,4,"[2, 5, 8, 9]","['09/09/2023', '09/30/2023', '10/28/2023', '11/04/2023']","['Jacksonville St.', 'Ga. Southern', 'Marshall', 'Old Dominion']","[1.0, 1.5, 1.5, 1.0]"
Jahmar Brown,Coastal Carolina,149,2023-24,1,[2],['09/09/2023'],['Jacksonville St.'],[1.0]
Joah Cash,Coastal Carolina,149,2023-24,1,[7],['10/21/2023'],['Arkansas St.'],[1.0]
Clinton Anokwuru,Coastal Carolina,149,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Old Dominion', 'Texas St.']","[1.0, 1.0]"
Will Whitson,Coastal Carolina,149,2023-24,2,"[10, 12]","['11/11/2023', '11/25/2023']","['Texas St.', 'James Madison']","[2.0, 1.0]"
Carlos Hatcher,Coastal Carolina,149,2023-24,2,"[2, 7]","['09/09/2023', '10/21/2023']","['Jacksonville St.', 'Arkansas St.']","[1.0, 1.0]"
Clayton Isbell,Coastal Carolina,149,2023-24,1,[9],['11/04/2023'],['Old Dominion'],[1.0]
Wyatt Gedeon,Coastal Carolina,149,2023-24,1,[8],['10/28/2023'],['Marshall'],[1.0]
Allen Henry,Coastal Carolina,149,2023-24,1,[9],['11/04/2023'],['Old Dominion'],[1.0]
Chase Wilson,Colorado St.,156,2023-24,3,"[5, 9, 11]","['10/07/2023', '11/03/2023', '11/18/2023']","['Utah St.', 'Wyoming', 'Nevada']","[1.0, 1.5, 1.0]"
James Mitchell,Colorado St.,156,2023-24,1,[3],['09/23/2023'],['Middle Tenn.'],[1.0]
Ayden Hector,Colorado St.,156,2023-24,1,[1],['09/02/2023'],['Washington St.'],[1.0]
Marshon Oxley,Colorado St.,156,2023-24,4,"[5, 7, 9, 10]","['10/07/2023', '10/21/2023', '11/03/2023', '11/11/2023']","['Utah St.', 'UNLV', 'Wyoming', 'San Diego St.']","[1.0, 1.0, 1.0, 1.0]"
Tyler Quinn,Colorado St.,156,2023-24,1,[11],['11/18/2023'],['Nevada'],[1.0]
Henry Blackburn,Colorado St.,156,2023-24,1,[10],['11/11/2023'],['San Diego St.'],[1.0]
Mohamed Kamara,Colorado St.,156,2023-24,8,"[1, 2, 3, 4, 5, 7, 10, 11]","['09/02/2023', '09/16/2023', '09/23/2023', '09/30/2023', '10/07/2023', '10/21/2023', '11/11/2023', '11/18/2023']","['Washington St.', 'Colorado', 'Middle Tenn.', 'Utah Tech', 'Utah St.', 'UNLV', 'San Diego St.', 'Nevada']","[1.0, 2.0, 2.0, 1.5, 3.0, 1.0, 1.0, 1.0]"
Mukendi Wa-Kalonji,Colorado St.,156,2023-24,1,[2],['09/16/2023'],['Colorado'],[1.0]
Grady Kelly,Colorado St.,156,2023-24,1,[4],['09/30/2023'],['Utah Tech'],[1.0]
"Tony Pierce, Jr.",Colorado St.,156,2023-24,2,"[1, 2]","['09/02/2023', '09/16/2023']","['Washington St.', 'Colorado']","[1.0, 1.0]"
Omarion Cooper,Colorado,157,2023-24,1,[5],['09/30/2023'],['Southern California'],[1.0]
Amari McNeill,Colorado,157,2023-24,1,[6],['10/07/2023'],['Arizona St.'],[1.0]
Jordan Domineck,Colorado,157,2023-24,4,"[3, 4, 7, 8]","['09/16/2023', '09/23/2023', '10/13/2023', '10/28/2023']","['Colorado St.', 'Oregon', 'Stanford', 'UCLA']","[1.0, 1.0, 1.0, 2.0]"
Derrick McLendon II,Colorado,157,2023-24,1,[6],['10/07/2023'],['Arizona St.'],[1.0]
Leonard Payne Jr.,Colorado,157,2023-24,1,[9],['11/04/2023'],['Oregon St.'],[1.0]
Khairi Manns,Colorado,157,2023-24,1,[7],['10/13/2023'],['Stanford'],[1.0]
Cam'Ron Silmon-Craig,Colorado,157,2023-24,1,[4],['09/23/2023'],['Oregon'],[1.0]
Marvin Ham,Colorado,157,2023-24,1,[3],['09/16/2023'],['Colorado St.'],[1.0]
Arden Walker,Colorado,157,2023-24,1,[6],['10/07/2023'],['Arizona St.'],[1.0]
LaVonta Bentley,Colorado,157,2023-24,5,"[6, 8, 9, 11, 12]","['10/07/2023', '10/28/2023', '11/04/2023', '11/17/2023', '11/25/2023']","['Arizona St.', 'UCLA', 'Oregon St.', 'Washington St.', 'Utah']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Chazz Wallace,Colorado,157,2023-24,1,[11],['11/17/2023'],['Washington St.'],[1.0]
Myles Slusher,Colorado,157,2023-24,1,[6],['10/07/2023'],['Arizona St.'],[1.0]
Taijh Alston,Colorado,157,2023-24,2,"[1, 7]","['09/09/2023', '10/13/2023']","['Nebraska', 'Stanford']","[1.5, 1.0]"
Raashaan Wilkins,UConn,164,2023-24,1,[9],['11/04/2023'],['Tennessee'],[1.0]
Tui Faumuina-Brown,UConn,164,2023-24,1,[3],['09/16/2023'],['FIU'],[1.0]
Mumu Bin-Wahad,UConn,164,2023-24,1,[10],['11/11/2023'],['James Madison'],[1.0]
Eric Watts,UConn,164,2023-24,2,"[6, 12]","['10/07/2023', '11/25/2023']","['Rice', 'Massachusetts']","[1.0, 1.0]"
Dal'Mont Gourdine,UConn,164,2023-24,3,"[3, 10, 11]","['09/16/2023', '11/11/2023', '11/18/2023']","['FIU', 'James Madison', 'Sacred Heart']","[1.0, 1.0, 1.0]"
Durante Jones,UConn,164,2023-24,1,[5],['09/30/2023'],['Utah St.'],[1.0]
Pryce Yates,UConn,164,2023-24,2,"[8, 11]","['10/28/2023', '11/18/2023']","['Boston College', 'Sacred Heart']","[1.0, 1.0]"
Aaron Hall,Duke,193,2023-24,1,[1],['09/04/2023'],['Clemson'],[1.0]
Ryan Smith,Duke,193,2023-24,2,"[2, 7]","['09/09/2023', '10/28/2023']","['Lafayette', 'Louisville']","[1.0, 1.0]"
Aeneas Peebles,Duke,193,2023-24,3,"[5, 11, 13]","['10/14/2023', '11/25/2023', '12/23/2023']","['NC State', 'Pittsburgh', 'Troy']","[1.0, 1.0, 1.0]"
Brandon Johnson,Duke,193,2023-24,2,"[2, 5]","['09/09/2023', '10/14/2023']","['Lafayette', 'NC State']","[1.0, 1.0]"
Jaylen Stinson,Duke,193,2023-24,1,[8],['11/02/2023'],['Wake Forest'],[1.0]
Ja'Mion Franklin,Duke,193,2023-24,1,[4],['09/30/2023'],['Notre Dame'],[1.0]
Kendall Johnson,Duke,193,2023-24,1,[12],['09/16/2023'],['Northwestern'],[1.0]
Vincent Anthony Jr.,Duke,193,2023-24,1,[11],['11/25/2023'],['Pittsburgh'],[1.0]
Tre Freeman,Duke,193,2023-24,1,[9],['11/11/2023'],['North Carolina'],[1.0]
Terry Moore,Duke,193,2023-24,2,"[7, 8]","['10/28/2023', '11/02/2023']","['Louisville', 'Wake Forest']","[1.0, 1.0]"
Nick Morris Jr.,Duke,193,2023-24,1,[9],['11/11/2023'],['North Carolina'],[1.0]
RJ Oben,Duke,193,2023-24,3,"[5, 10, 11]","['10/14/2023', '11/18/2023', '11/25/2023']","['NC State', 'Virginia', 'Pittsburgh']","[1.0, 1.0, 1.5]"
Wesley Williams,Duke,193,2023-24,1,[6],['10/21/2023'],['Florida St.'],[1.0]
Teylor Jackson,East Carolina,196,2023-24,1,[10],['11/18/2023'],['Navy'],[1.0]
Elijah Morris,East Carolina,196,2023-24,1,[9],['11/11/2023'],['Fla. Atlantic'],[1.0]
Shavon Revel,East Carolina,196,2023-24,1,[3],['09/23/2023'],['Gardner-Webb'],[1.0]
Chad Stephens,East Carolina,196,2023-24,2,"[7, 9]","['10/28/2023', '11/11/2023']","['UTSA', 'Fla. Atlantic']","[1.0, 1.0]"
Suirad Ware,East Carolina,196,2023-24,1,[9],['11/11/2023'],['Fla. Atlantic'],[1.0]
Jeremy Lewis,East Carolina,196,2023-24,1,[7],['10/28/2023'],['UTSA'],[1.0]
J.D. Lampley,East Carolina,196,2023-24,2,"[9, 10]","['11/11/2023', '11/18/2023']","['Fla. Atlantic', 'Navy']","[1.0, 1.0]"
D'Anta Johnson,East Carolina,196,2023-24,3,"[7, 8, 9]","['10/28/2023', '11/04/2023', '11/11/2023']","['UTSA', 'Tulane', 'Fla. Atlantic']","[1.0, 2.0, 1.0]"
Michael Edwards III,East Carolina,196,2023-24,1,[2],['09/16/2023'],['App State'],[1.0]
Tim Grant-Randall,Eastern Mich.,204,2023-24,1,[2],['09/01/2023'],['Howard'],[1.5]
Chase Kline,Eastern Mich.,204,2023-24,1,[3],['09/16/2023'],['Massachusetts'],[2.0]
Peyton Price,Eastern Mich.,204,2023-24,2,"[2, 6]","['09/01/2023', '10/07/2023']","['Howard', 'Ball St.']","[1.0, 1.0]"
Joe Sparacio,Eastern Mich.,204,2023-24,2,"[6, 9]","['10/07/2023', '10/28/2023']","['Ball St.', 'Western Mich.']","[1.0, 1.0]"
Justin Jefferson,Eastern Mich.,204,2023-24,3,"[9, 11, 12]","['10/28/2023', '11/14/2023', '11/21/2023']","['Western Mich.', 'Akron', 'Buffalo']","[1.0, 1.0, 1.0]"
Elijah Williams,Eastern Mich.,204,2023-24,1,[6],['10/07/2023'],['Ball St.'],[1.0]
Mikah Coleman,Eastern Mich.,204,2023-24,4,"[1, 2, 3, 7]","['09/09/2023', '09/01/2023', '09/16/2023', '10/14/2023']","['Minnesota', 'Howard', 'Massachusetts', 'Kent St.']","[1.0, 1.0, 1.0, 1.0]"
Jaden Gaines,Eastern Mich.,204,2023-24,1,[10],['11/08/2023'],['Toledo'],[1.0]
Courtney McBride Jr.,Fla. Atlantic,229,2023-24,1,[11],['11/18/2023'],['Tulane'],[1.0]
Jude Okolo,Fla. Atlantic,229,2023-24,1,[6],['10/14/2023'],['South Fla.'],[1.0]
Evan Anderson,Fla. Atlantic,229,2023-24,2,"[8, 10]","['10/27/2023', '11/11/2023']","['Charlotte', 'East Carolina']","[2.0, 1.0]"
Desmond Tisdol,Fla. Atlantic,229,2023-24,1,[10],['11/11/2023'],['East Carolina'],[1.0]
Chris Jones,Fla. Atlantic,229,2023-24,1,[1],['09/23/2023'],['Illinois'],[1.0]
Marlon Bradley,Fla. Atlantic,229,2023-24,2,"[1, 2]","['09/23/2023', '09/02/2023']","['Illinois', 'Monmouth']","[2.0, 1.0]"
Xavier Peters,Fla. Atlantic,229,2023-24,1,[1],['09/23/2023'],['Illinois'],[1.0]
Decarius Hawthorne,Fla. Atlantic,229,2023-24,3,"[6, 8, 9]","['10/14/2023', '10/27/2023', '11/04/2023']","['South Fla.', 'Charlotte', 'UAB']","[1.5, 1.0, 1.0]"
Jackson Ambush,Fla. Atlantic,229,2023-24,1,[5],['10/07/2023'],['Tulsa'],[1.0]
Jaden Wheeler,Fla. Atlantic,229,2023-24,1,[11],['11/18/2023'],['Tulane'],[1.0]
Morven Joseph,Fla. Atlantic,229,2023-24,1,[8],['10/27/2023'],['Charlotte'],[1.0]
Marlon Krakue,Fla. Atlantic,229,2023-24,1,[6],['10/14/2023'],['South Fla.'],[1.0]
Latrell Jean,Fla. Atlantic,229,2023-24,1,[8],['10/27/2023'],['Charlotte'],[1.0]
Jaylen Wester,Fla. Atlantic,229,2023-24,1,[6],['10/14/2023'],['South Fla.'],[1.0]
Reggie Peterson,FIU,231,2023-24,2,"[7, 11]","['10/11/2023', '11/18/2023']","['UTEP', 'Arkansas']","[1.0, 1.0]"
Marquez Tatum,FIU,231,2023-24,1,[1],['08/26/2023'],['Louisiana Tech'],[1.0]
Alex Nobles,FIU,231,2023-24,3,"[2, 6, 12]","['09/02/2023', '10/04/2023', '11/25/2023']","['Maine', 'New Mexico St.', 'Western Ky.']","[1.5, 2.0, 1.0]"
Jack Daly,FIU,231,2023-24,1,[8],['10/18/2023'],['Sam Houston'],[1.0]
Jeramy Passmore,FIU,231,2023-24,2,"[4, 8]","['09/16/2023', '10/18/2023']","['UConn', 'Sam Houston']","[1.0, 1.0]"
Jordan Guerad,FIU,231,2023-24,2,"[2, 12]","['09/02/2023', '11/25/2023']","['Maine', 'Western Ky.']","[1.0, 1.0]"
Avery Huff,FIU,231,2023-24,1,[3],['09/09/2023'],['North Texas'],[1.0]
Jared Verse,Florida St.,234,2023-24,4,"[5, 8, 12, 13]","['10/07/2023', '10/28/2023', '11/25/2023', '12/02/2023']","['Virginia Tech', 'Wake Forest', 'Florida', 'Louisville']","[2.0, 2.0, 2.5, 2.0]"
Dennis Briggs Jr.,Florida St.,234,2023-24,1,[1],['09/03/2023'],['LSU'],[1.0]
Braden Fiske,Florida St.,234,2023-24,4,"[9, 11, 12, 13]","['11/04/2023', '11/18/2023', '11/25/2023', '12/02/2023']","['Pittsburgh', 'North Ala.', 'Florida', 'Louisville']","[1.0, 1.0, 1.0, 3.0]"
Ashlynd Barker,Florida St.,234,2023-24,1,[9],['11/04/2023'],['Pittsburgh'],[1.0]
Byron Turner Jr.,Florida St.,234,2023-24,1,[8],['10/28/2023'],['Wake Forest'],[1.0]
Shyheim Brown,Florida St.,234,2023-24,1,[6],['10/14/2023'],['Syracuse'],[1.5]
Jarrian Jones,Florida St.,234,2023-24,1,[11],['11/18/2023'],['North Ala.'],[1.0]
Joshua Farmer,Florida St.,234,2023-24,3,"[1, 4, 6]","['09/03/2023', '09/23/2023', '10/14/2023']","['LSU', 'Clemson', 'Syracuse']","[1.0, 1.0, 1.0]"
DJ Lundy,Florida St.,234,2023-24,1,[1],['09/03/2023'],['LSU'],[1.0]
Fabien Lovett,Florida St.,234,2023-24,1,[13],['12/02/2023'],['Louisville'],[1.0]
Patrick Payton,Florida St.,234,2023-24,5,"[4, 8, 12, 13, 14]","['09/23/2023', '10/28/2023', '11/25/2023', '12/02/2023', '12/30/2023']","['Clemson', 'Wake Forest', 'Florida', 'Louisville', 'Georgia']","[1.0, 2.0, 2.0, 1.0, 1.0]"
Kalen DeLoach,Florida St.,234,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Pittsburgh', 'Miami (FL)']","[1.0, 2.0]"
Gilber Edmond,Florida St.,234,2023-24,1,[11],['11/18/2023'],['North Ala.'],[1.0]
Princely Umanmielen,Florida,235,2023-24,5,"[2, 4, 7, 9, 11]","['09/09/2023', '09/23/2023', '10/14/2023', '11/04/2023', '11/18/2023']","['McNeese', 'Charlotte', 'South Carolina', 'Arkansas', 'Missouri']","[1.0, 1.0, 1.0, 2.5, 1.0]"
Kelby Collins,Florida,235,2023-24,1,[9],['11/04/2023'],['Arkansas'],[1.0]
Jaydon Hill,Florida,235,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Arkansas', 'LSU']","[1.0, 1.0]"
Caleb Banks,Florida,235,2023-24,1,[4],['09/23/2023'],['Charlotte'],[1.0]
Derek Wingo,Florida,235,2023-24,1,[6],['10/07/2023'],['Vanderbilt'],[1.0]
Tyreak Sapp,Florida,235,2023-24,2,"[3, 6]","['09/16/2023', '10/07/2023']","['Tennessee', 'Vanderbilt']","[1.0, 1.0]"
Jason Marshall Jr.,Florida,235,2023-24,1,[12],['11/25/2023'],['Florida St.'],[1.0]
Shemar James,Florida,235,2023-24,1,[4],['09/23/2023'],['Charlotte'],[1.0]
Desmond Watson,Florida,235,2023-24,1,[12],['11/25/2023'],['Florida St.'],[1.0]
Scooby Williams,Florida,235,2023-24,1,[2],['09/09/2023'],['McNeese'],[1.0]
Elhadj Fall,Ga. Southern,253,2023-24,3,"[4, 7, 9]","['09/23/2023', '10/21/2023', '11/04/2023']","['Ball St.', 'ULM', 'Texas St.']","[1.0, 2.0, 1.0]"
Prince Green,Ga. Southern,253,2023-24,1,[11],['11/18/2023'],['Old Dominion'],[1.0]
Marc Stampley II,Ga. Southern,253,2023-24,1,[4],['09/23/2023'],['Ball St.'],[1.0]
Justin Rhodes,Ga. Southern,253,2023-24,1,[9],['11/04/2023'],['Texas St.'],[1.0]
Jacob Ferguson,Ga. Southern,253,2023-24,1,[4],['09/23/2023'],['Ball St.'],[1.0]
Isaac Walker,Ga. Southern,253,2023-24,3,"[3, 5, 7]","['09/09/2023', '09/30/2023', '10/21/2023']","['UAB', 'Coastal Carolina', 'ULM']","[1.0, 1.0, 2.5]"
Da'Shawn Davis,Ga. Southern,253,2023-24,2,"[10, 12]","['11/11/2023', '11/25/2023']","['Marshall', 'App State']","[1.0, 1.0]"
Davion Rhodes,Ga. Southern,253,2023-24,1,[1],['09/16/2023'],['Wisconsin'],[1.0]
Khadry Jackson,Ga. Southern,253,2023-24,1,[2],['09/02/2023'],['The Citadel'],[1.0]
Marques Watson-Trent,Ga. Southern,253,2023-24,3,"[6, 7, 9]","['10/14/2023', '10/21/2023', '11/04/2023']","['James Madison', 'ULM', 'Texas St.']","[1.0, 1.0, 1.0]"
Gavin Pringle,Georgia St.,254,2023-24,1,[3],['09/16/2023'],['Charlotte'],[1.0]
Josiah Robinson,Georgia St.,254,2023-24,2,"[3, 7]","['09/16/2023', '10/21/2023']","['Charlotte', 'Louisiana']","[1.0, 1.0]"
Justin Abraham,Georgia St.,254,2023-24,3,"[1, 12, 13]","['08/31/2023', '11/25/2023', '12/23/2023']","['Rhode Island', 'Old Dominion', 'Utah St.']","[1.0, 1.5, 1.0]"
Jontrey Hunter,Georgia St.,254,2023-24,1,[8],['10/26/2023'],['Ga. Southern'],[1.0]
Jordan Veneziale,Georgia St.,254,2023-24,1,[13],['12/23/2023'],['Utah St.'],[1.0]
Tylon Dunlap,Georgia St.,254,2023-24,1,[12],['11/25/2023'],['Old Dominion'],[1.0]
Shamar McCollum,Georgia St.,254,2023-24,1,[12],['11/25/2023'],['Old Dominion'],[1.0]
Jeremiah Johnson,Georgia St.,254,2023-24,1,[3],['09/16/2023'],['Charlotte'],[1.0]
Anthony Blume,Georgia St.,254,2023-24,2,"[4, 8]","['09/21/2023', '10/26/2023']","['Coastal Carolina', 'Ga. Southern']","[1.0, 1.0]"
Chris Davis Jr.,Georgia St.,254,2023-24,1,[2],['09/09/2023'],['UConn'],[1.0]
Henry Bryant,Georgia St.,254,2023-24,1,[12],['11/25/2023'],['Old Dominion'],[2.0]
Izaiah Guy,Georgia St.,254,2023-24,1,[9],['11/04/2023'],['James Madison'],[1.0]
Kevin Swint,Georgia St.,254,2023-24,1,[6],['10/14/2023'],['Marshall'],[2.0]
Javon Denis,Georgia St.,254,2023-24,5,"[2, 6, 8, 12, 13]","['09/09/2023', '10/14/2023', '10/26/2023', '11/25/2023', '12/23/2023']","['UConn', 'Marshall', 'Ga. Southern', 'Old Dominion', 'Utah St.']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Kevin Harris,Georgia Tech,255,2023-24,1,[5],['09/30/2023'],['Bowling Green'],[1.0]
D'Quan Douse,Georgia Tech,255,2023-24,2,"[8, 9]","['10/28/2023', '11/04/2023']","['North Carolina', 'Virginia']","[1.0, 1.0]"
Eddie Kelly,Georgia Tech,255,2023-24,1,[3],['09/16/2023'],['Ole Miss'],[1.0]
Andre White Jr.,Georgia Tech,255,2023-24,2,"[4, 10]","['09/23/2023', '11/11/2023']","['Wake Forest', 'Clemson']","[1.5, 1.0]"
Kyle Efford,Georgia Tech,255,2023-24,1,[10],['11/11/2023'],['Clemson'],[1.0]
Noah Collins,Georgia Tech,255,2023-24,1,[13],['12/22/2023'],['UCF'],[1.0]
K.J. Wallace II,Georgia Tech,255,2023-24,1,[4],['09/23/2023'],['Wake Forest'],[1.0]
Kyle Kennard,Georgia Tech,255,2023-24,3,"[4, 8, 9]","['09/23/2023', '10/28/2023', '11/04/2023']","['Wake Forest', 'North Carolina', 'Virginia']","[4.0, 1.0, 1.0]"
Paul Moala,Georgia Tech,255,2023-24,3,"[4, 6, 13]","['09/23/2023', '10/07/2023', '12/22/2023']","['Wake Forest', 'Miami (FL)', 'UCF']","[1.0, 1.0, 2.0]"
Xavian Sorey,Georgia,257,2023-24,1,[5],['09/30/2023'],['Auburn'],[1.0]
Tykee Smith,Georgia,257,2023-24,2,"[5, 9]","['09/30/2023', '11/04/2023']","['Auburn', 'Missouri']","[1.0, 1.0]"
Tyrion Ingram-Dawkins,Georgia,257,2023-24,1,[8],['10/28/2023'],['Florida'],[1.0]
Marvin Jones Jr.,Georgia,257,2023-24,1,[12],['11/25/2023'],['Georgia Tech'],[1.0]
Tramel Walthour,Georgia,257,2023-24,1,[13],['12/02/2023'],['Alabama'],[1.0]
C.J. Allen,Georgia,257,2023-24,1,[10],['11/11/2023'],['Ole Miss'],[1.0]
Smael Mondon,Georgia,257,2023-24,3,"[5, 7, 8]","['09/30/2023', '10/14/2023', '10/28/2023']","['Auburn', 'Vanderbilt', 'Florida']","[1.0, 1.0, 1.0]"
Warren Brinson,Georgia,257,2023-24,2,"[4, 13]","['09/23/2023', '12/02/2023']","['UAB', 'Alabama']","[1.0, 1.0]"
Nazir Stackhouse,Georgia,257,2023-24,2,"[3, 10]","['09/16/2023', '11/11/2023']","['South Carolina', 'Ole Miss']","[1.0, 1.0]"
Jalon Walker,Georgia,257,2023-24,3,"[8, 9, 13]","['10/28/2023', '11/04/2023', '12/02/2023']","['Florida', 'Missouri', 'Alabama']","[1.0, 1.5, 2.0]"
Christen Miller,Georgia,257,2023-24,1,[12],['11/25/2023'],['Georgia Tech'],[1.0]
Mykel Williams,Georgia,257,2023-24,2,"[11, 14]","['11/18/2023', '12/30/2023']","['Tennessee', 'Florida St.']","[1.0, 1.0]"
Jamon Dumas-Johnson,Georgia,257,2023-24,3,"[3, 6, 8]","['09/16/2023', '10/07/2023', '10/28/2023']","['South Carolina', 'Kentucky', 'Florida']","[1.0, 1.5, 1.0]"
Andrew Choi,Hawaii,277,2023-24,1,[13],['11/25/2023'],['Colorado St.'],[1.0]
Tariq Jones,Hawaii,277,2023-24,2,"[3, 12]","['09/09/2023', '11/18/2023']","['UAlbany', 'Wyoming']","[1.0, 1.0]"
Ezra Evaimalo,Hawaii,277,2023-24,1,[12],['11/18/2023'],['Wyoming'],[1.0]
Jonah Kahahawai-Welch,Hawaii,277,2023-24,2,"[7, 9]","['10/14/2023', '10/28/2023']","['San Diego St.', 'San Jose St.']","[1.0, 1.0]"
Jalen Smith,Hawaii,277,2023-24,1,[10],['11/04/2023'],['Nevada'],[1.0]
Isaiah Tufaga,Hawaii,277,2023-24,1,[1],['08/26/2023'],['Vanderbilt'],[2.0]
Elijah Robinson,Hawaii,277,2023-24,2,"[9, 10]","['10/28/2023', '11/04/2023']","['San Jose St.', 'Nevada']","[1.0, 2.0]"
Noah Kema,Hawaii,277,2023-24,1,[12],['11/18/2023'],['Wyoming'],[1.0]
Wynden Ho'ohuli,Hawaii,277,2023-24,1,[5],['09/23/2023'],['New Mexico St.'],[1.0]
Nalu Emerson,Hawaii,277,2023-24,1,[3],['09/09/2023'],['UAlbany'],[1.0]
Trimarcus Cheeks,Houston,288,2023-24,1,[3],['09/16/2023'],['TCU'],[1.0]
David Ugwoegbu,Houston,288,2023-24,1,[11],['11/25/2023'],['UCF'],[1.0]
Jamaree Caldwell,Houston,288,2023-24,5,"[3, 6, 7, 9, 11]","['09/16/2023', '10/21/2023', '10/28/2023', '11/11/2023', '11/25/2023']","['TCU', 'Texas', 'Kansas St.', 'Cincinnati', 'UCF']","[1.0, 2.0, 1.0, 1.5, 1.0]"
Sedrick Williams,Houston,288,2023-24,1,[11],['11/25/2023'],['UCF'],[1.0]
Chidozie Nwankwo,Houston,288,2023-24,1,[7],['10/28/2023'],['Kansas St.'],[1.0]
Nelson Ceaser,Houston,288,2023-24,4,"[6, 8, 9, 12]","['10/21/2023', '11/04/2023', '11/11/2023', '09/30/2023']","['Texas', 'Baylor', 'Cincinnati', 'Texas Tech']","[1.0, 3.0, 1.0, 1.0]"
Anthony Holmes Jr.,Houston,288,2023-24,2,"[4, 9]","['09/23/2023', '11/11/2023']","['Sam Houston', 'Cincinnati']","[1.0, 1.5]"
Treylin Payne,Houston,288,2023-24,1,[8],['11/04/2023'],['Baylor'],[1.0]
Keith Randolph Jr.,Illinois,301,2023-24,1,[8],['09/23/2023'],['Fla. Atlantic'],[1.0]
Tarique Barnes,Illinois,301,2023-24,1,[10],['09/02/2023'],['Toledo'],[1.0]
Jer'Zhan Newton,Illinois,301,2023-24,3,"[6, 7, 9]","['11/11/2023', '09/08/2023', '11/25/2023']","['Indiana', 'Kansas', 'Northwestern']","[1.0, 2.0, 2.0]"
Gabe Jacas,Illinois,301,2023-24,3,"[1, 6, 11]","['11/18/2023', '11/11/2023', '09/16/2023']","['Iowa', 'Indiana', 'Penn St.']","[1.0, 2.0, 1.0]"
Seth Coleman,Illinois,301,2023-24,3,"[1, 3, 12]","['11/18/2023', '11/04/2023', '10/14/2023']","['Iowa', 'Minnesota', 'Maryland']","[2.0, 1.0, 3.0]"
Kenenna Odeluga,Illinois,301,2023-24,1,[1],['11/18/2023'],['Iowa'],[1.0]
James Kreutz,Illinois,301,2023-24,1,[4],['09/30/2023'],['Purdue'],[1.0]
Dylan Rosiek,Illinois,301,2023-24,1,[6],['11/11/2023'],['Indiana'],[1.0]
Aaron Casey,Indiana,306,2023-24,4,"[1, 3, 5, 8]","['11/04/2023', '11/25/2023', '09/16/2023', '10/14/2023']","['Wisconsin', 'Purdue', 'Louisville', 'Michigan']","[2.0, 1.0, 2.0, 1.0]"
Nicolas Toomer,Indiana,306,2023-24,1,[10],['10/28/2023'],['Penn St.'],[1.0]
Lanell Carr Jr.,Indiana,306,2023-24,4,"[4, 8, 10, 11]","['09/08/2023', '10/14/2023', '10/28/2023', '11/11/2023']","['Indiana St.', 'Michigan', 'Penn St.', 'Illinois']","[1.0, 2.0, 1.0, 1.0]"
Noah Pierre,Indiana,306,2023-24,1,[6],['09/23/2023'],['Akron'],[1.0]
Marcus Burris Jr.,Indiana,306,2023-24,1,[4],['09/08/2023'],['Indiana St.'],[1.0]
